filename,pixel size(mm),head circumference (mm)
663_HC.png,0.202020202,223.8
664_HC.png,0.133042241,224.8
665_HC.png,0.170359817,226.9
666_HC.png,0.205895544,228.17
667_HC.png,0.134706803,223.9
668_HC.png,0.325972842,220.82
669_HC.png,0.169953148,246.6
670_HC.png,0.18790585,230.6
671_2HC.png,0.174401546,244.82
671_3HC.png,0.221515576,230.1
671_HC.png,0.157193709,244.71
672_HC.png,0.166355928,234.91
673_2HC.png,0.326529318,241.7
673_HC.png,0.301365816,213.8
674_HC.png,0.198228812,234
675_2HC.png,0.210895664,229.4
675_HC.png,0.210975547,224.7
676_HC.png,0.158146117,225.4
677_2HC.png,0.230389299,225.2
677_HC.png,0.326366271,245.3
678_HC.png,0.163199036,231.9
679_HC.png,0.171450263,242
680_HC.png,0.23580405,240.9
681_HC.png,0.151142893,231.27
682_HC.png,0.175955296,238.51
683_HC.png,0.187427313,245.36
684_HC.png,0.211266668,260.8
685_HC.png,0.219544094,241.7
686_2HC.png,0.246286479,234.6
686_HC.png,0.213288703,233.3
687_HC.png,0.143023525,249.5
688_HC.png,0.235758793,213.2
689_HC.png,0.18872122,247.1
690_2HC.png,0.17753369,263.5
690_HC.png,0.177614072,262.3
691_HC.png,0.222510947,254.6
692_2HC.png,0.230148085,251.8
692_HC.png,0.230277105,258.1
693_HC.png,0.15485513,258.5
694_HC.png,0.219047018,260.4
695_HC.png,0.150786711,258.8
696_HC.png,0.224935178,260.57
697_HC.png,0.30372616,270.5
698_HC.png,0.235841955,273.4
699_HC.png,0.155913467,259.3
700_HC.png,0.177599894,259.46
701_HC.png,0.32281468,283.5
702_HC.png,0.19376608,270.34
703_HC.png,0.152666424,255.8
704_2HC.png,0.260323209,264.3
704_HC.png,0.260371295,269
705_HC.png,0.162015826,270.5
706_HC.png,0.244462519,269.8
707_HC.png,0.154059172,261.2
708_2HC.png,0.258567761,263.02
708_3HC.png,0.28087606,264.55
708_HC.png,0.258503021,274.24
709_2HC.png,0.202544027,289.5
709_HC.png,0.202522424,286.5
710_HC.png,0.170887904,283.8
711_HC.png,0.278713604,287.98
712_2HC.png,0.177480163,250.6
712_HC.png,0.177544121,257.6
713_HC.png,0.186327961,270.8
714_HC.png,0.202174403,277.6
715_HC.png,0.23574646,291.9
716_HC.png,0.240690751,298.8
717_2HC.png,0.172407309,265.5
717_HC.png,0.172439053,272.72
718_2HC.png,0.240940014,260.9
718_HC.png,0.240869177,280.5
719_HC.png,0.243206751,296.79
720_2HC.png,0.193088834,280.65
720_HC.png,0.193109558,280.65
721_HC.png,0.166349997,243.13
722_HC.png,0.23587962,284.98
723_HC.png,0.170645611,272.1
724_HC.png,0.202229336,284.71
725_2HC.png,0.185790194,278.34
725_HC.png,0.21930495,287.15
726_HC.png,0.193042618,314.97
727_HC.png,0.180992974,267.7
728_HC.png,0.220644186,291.4
729_HC.png,0.26052509,278.1
730_2HC.png,0.217839298,296.44
730_HC.png,0.183080126,274.39
731_2HC.png,0.198420978,283.53
731_3HC.png,0.235688772,277.41
731_HC.png,0.198267794,292.44
732_HC.png,0.148211385,247.82
733_HC.png,0.235860944,272.9
734_HC.png,0.235885566,274.87
735_HC.png,0.243137086,289.2
736_2HC.png,0.198599994,298.64
736_HC.png,0.198546076,290.84
737_HC.png,0.221514463,291.4
738_HC.png,0.201963295,284.2
739_HC.png,0.167226275,275.9
740_HC.png,0.216476762,288.9
741_HC.png,0.185119278,280.2
742_HC.png,0.199538958,307
743_HC.png,0.259951895,271
744_HC.png,0.219145339,293.4
745_HC.png,0.190277776,302.8
746_2HC.png,0.202165541,278.4
746_3HC.png,0.240700647,303.3
746_4HC.png,0.279691385,279.4
746_HC.png,0.260348165,282.4
747_HC.png,0.220909595,272.8
748_HC.png,0.199151945,281.74
749_HC.png,0.259984747,323.3
750_HC.png,0.198414877,282.8
751_2HC.png,0.281220244,284
751_HC.png,0.206091232,306.1
752_HC.png,0.235899289,294.12
753_HC.png,0.260234994,293.2
754_HC.png,0.348544984,291.3
755_HC.png,0.200122023,294.92
756_2HC.png,0.209090213,279.2
756_HC.png,0.209042554,283
757_HC.png,0.19386938,300
758_HC.png,0.284263696,324
759_HC.png,0.201999587,294.5
760_HC.png,0.235732893,292.12
761_HC.png,0.202198871,294.7
762_HC.png,0.260313579,277.6
763_HC.png,0.281006263,305.24
764_2HC.png,0.200062871,284.9
764_HC.png,0.200118351,284.1
765_HC.png,0.221616334,299.8
766_HC.png,0.182323239,288.9
767_HC.png,0.224223402,303.18
768_2HC.png,0.214146959,324.61
768_HC.png,0.214099098,317.62
769_HC.png,0.227598548,311.82
770_HC.png,0.297058821,313.22
771_HC.png,0.23587471,278.9
772_HC.png,0.213106642,305.99
773_2HC.png,0.221600824,292.2
773_3HC.png,0.221442077,281.33
773_HC.png,0.221623328,281.64
774_HC.png,0.214354206,286.4
775_HC.png,0.210651197,311.4
776_HC.png,0.235820299,289.2
777_HC.png,0.198297024,300.4
778_HC.png,0.24090764,301.3
779_2HC.png,0.326328931,288.16
779_HC.png,0.326113701,296.76
780_2HC.png,0.221481482,299.1
780_HC.png,0.221580095,306.87
781_HC.png,0.260988025,307.7
782_HC.png,0.180129749,268.8
783_2HC.png,0.30777348,314.98
783_3HC.png,0.307687704,314.32
783_4HC.png,0.246140782,320
783_HC.png,0.246028755,315.22
784_HC.png,0.240927116,328
785_2HC.png,0.214344542,312.81
785_HC.png,0.214313345,311.16
786_HC.png,0.206075612,299.97
787_HC.png,0.202475389,324.6
788_2HC.png,0.261566968,312.49
788_HC.png,0.261566968,312.49
789_HC.png,0.299029386,315.3
790_HC.png,0.281501203,327.5
791_HC.png,0.260203225,321.3
792_HC.png,0.210600075,299.17
793_2HC.png,0.214439656,327.12
793_HC.png,0.19171732,328.59
794_HC.png,0.181220621,308.5
795_2HC.png,0.224719101,327.9
795_HC.png,0.224712257,327.57
796_2HC.png,0.227574787,315.8
796_HC.png,0.257187165,335
797_HC.png,0.263801939,315.7
798_HC.png,0.206041115,314.1
799_HC.png,0.279483795,346.4
800_HC.png,0.235731332,321.83
801_HC.png,0.296851326,329.26
802_HC.png,0.212266699,330.9
803_HC.png,0.202742586,331.7
804_HC.png,0.281089743,316.48
805_HC.png,0.257474979,330.7
